国,感染者,死亡者,日付
カナダ,36823,1690,2020-04-21
フランス,114657,20265,2020-04-21
ドイツ,146653,4706,2020-04-21
カンボジア,122,0,2020-04-21
スリランカ,304,7,2020-04-21
アラブ首長国連邦,7265,41,2020-04-21
フィンランド,3868,94,2020-04-21
フィリピン,6459,428,2020-04-21
インド,17656,559,2020-04-21
イタリア,181228,24114,2020-04-21
英国,124743,16509,2020-04-21
ロシア,47059,405,2020-04-21
スウェーデン,14777,1580,2020-04-21
スペイン,200210,20852,2020-04-21
ベルギー,39983,5828,2020-04-21
エジプト,3333,239,2020-04-21
イラン,82211,5118,2020-04-21
イスラエル,13713,171,2020-04-21
レバノン,677,21,2020-04-21
クウェート,1995,7,2020-04-21
バーレーン,1907,7,2020-04-21
オマーン,1410,7,2020-04-21
アフガニスタン,1026,33,2020-04-21
イラク,1574,82,2020-04-21
アルジェリア,2718,375,2020-04-21
オーストリア,14755,470,2020-04-21
スイス,27863,1141,2020-04-21
クロアチア,1881,47,2020-04-21
ブラジル,40581,2575,2020-04-21
ジョージア,402,4,2020-04-21
パキスタン,8418,176,2020-04-21
北マケドニア,1225,51,2020-04-21
ギリシア,2245,110,2020-04-21
ノルウェー,7156,154,2020-04-21
ルーマニア,8936,434,2020-04-21
デンマーク,7711,355,2020-04-21
エストニア,1535,40,2020-04-21
オランダ,33405,3751,2020-04-21
サンマリノ,462,39,2020-04-21
リトアニア,1326,36,2020-04-21
ナイジェリア,627,19,2020-04-21
アイスランド,1773,9,2020-04-21
アゼルバイジャン,1436,19,2020-04-21
ベラルーシ,6264,47,2020-04-21
ニュージーランド,1440,12,2020-04-21
メキシコ,8261,650,2020-04-21
カタール,6015,8,2020-04-21
ルクセンブルク,3558,73,2020-04-21
モナコ,94,1,2020-04-21
エクアドル,10128,474,2020-04-21
アイルランド,15652,687,2020-04-21
チェコ,6838,188,2020-04-21
アルメニア,1339,20,2020-04-21
ドミニカ共和国,4964,226,2020-04-21
インドネシア,6760,582,2020-04-21
アンドラ,717,36,2020-04-21
ポルトガル,20863,735,2020-04-21
ラトビア,739,5,2020-04-21
セネガル,377,3,2020-04-21
サウジアラビア,10484,97,2020-04-21
ヨルダン,425,7,2020-04-21
アルゼンチン,2941,132,2020-04-21
チリ,10507,133,2020-04-21
ウクライナ,5710,151,2020-04-21
モロッコ,3046,141,2020-04-21
チュニジア,884,37,2020-04-21
ハンガリー,1984,199,2020-04-21
リヒテンシュタイン,81,1,2020-04-21
ポーランド,9593,360,2020-04-21
スロベニア,1335,74,2020-04-21
パレスチナ,449,2,2020-04-21
ボスニア・ヘルツェゴビナ,1309,46,2020-04-21
南アフリカ,3300,54,2020-04-21
ジブラルタル（英領）,133,0,2020-04-21
ブータン,5,0,2020-04-21
カメルーン,1163,21,2020-04-21
トーゴ,84,5,2020-04-21
セルビア,6630,122,2020-04-21
スロバキア,1173,12,2020-04-21
バチカン,9,0,2020-04-21
コロンビア,3977,166,2020-04-21
ペルー,16325,445,2020-04-21
コスタリカ,662,4,2020-04-21
マルタ,431,3,2020-04-21
パラグアイ,208,8,2020-04-21
バングラデシュ,2948,91,2020-04-21
モルドバ,2548,67,2020-04-21
ブルガリア,929,43,2020-04-21
モルディブ,69,0,2020-04-21
ブルネイ,138,1,2020-04-21
キプロス,772,17,2020-04-21
アルバニア,584,26,2020-04-21
ブルキナファソ,581,36,2020-04-21
チャンネル諸島（英王室属領）,1,0,2020-04-21
モンゴル,33,0,2020-04-21
パナマ,4467,120,2020-04-21
ボリビア,564,32,2020-04-21
ホンジュラス,477,46,2020-04-21
コンゴ民主共和国,332,25,2020-04-21
ジャマイカ,196,5,2020-04-21
トルコ,90980,2140,2020-04-21
コートジボワール,847,9,2020-04-21
ガイアナ,65,7,2020-04-21
ガーンジー（英領）,239,9,2020-04-21
ジャージー（英領）,245,12,2020-04-21
ケイマン諸島（英領）,61,1,2020-04-21
キューバ,1087,34,2020-04-21
トリニダード・トバゴ,114,8,2020-04-21
スーダン,92,12,2020-04-21
ギニア,579,3,2020-04-21
エチオピア,111,3,2020-04-21
ケニア,281,14,2020-04-21
グアテマラ,289,7,2020-04-21
ベネズエラ,256,9,2020-04-21
ガボン,109,1,2020-04-21
ガーナ,1042,9,2020-04-21
アンティグア・バーブーダ,23,3,2020-04-21
カザフスタン,1852,17,2020-04-21
ウルグアイ,528,9,2020-04-21
アルバ,97,2,2020-04-21
ナミビア,16,0,2020-04-21
セーシェル,11,0,2020-04-21
セントルシア,15,0,2020-04-21
ルワンダ,147,0,2020-04-21
エスワティニ,24,1,2020-04-21
キュラソー,14,1,2020-04-21
スリナム,10,1,2020-04-21
モーリタニア,7,1,2020-04-21
コソボ,510,12,2020-04-21
コンゴ共和国,160,6,2020-04-21
セントビンセント及びクレナディーン諸島,12,0,2020-04-21
中央アフリカ,12,0,2020-04-21
ウズベキスタン,1627,5,2020-04-21
赤道ギニア,79,0,2020-04-21
リベリア,99,8,2020-04-21
タンザニア,254,7,2020-04-21
ソマリア,237,7,2020-04-21
ベナン,54,1,2020-04-21
バハマ,60,9,2020-04-21
モンテネグロ,312,5,2020-04-21
バルバドス,75,5,2020-04-21
キルギス,568,7,2020-04-21
ザンビア,65,3,2020-04-21
ジブチ,846,2,2020-04-21
ガンビア,10,1,2020-04-21
モーリシャス,328,9,2020-04-21
フィジー,18,0,2020-04-21
エルサルバドル,218,7,2020-04-21
チャド,33,0,2020-04-21
ニカラグア,10,1,2020-04-21
モントセラト（英領）,11,0,2020-04-21
マダガスカル,121,0,2020-04-21
ハイチ,47,3,2020-04-21
アンゴラ,24,2,2020-04-21
ニジェール,648,20,2020-04-21
パプアニューギニア,7,0,2020-04-21
ジンバブエ,25,3,2020-04-21
カーボベルデ,67,1,2020-04-21
エリトリア,39,0,2020-04-21
東ティモール,22,0,2020-04-21
マン島（英王室属領）,297,4,2020-04-21
ウガンダ,56,0,2020-04-21
ニューカレドニア,18,0,2020-04-21
シリア,39,3,2020-04-21
モザンビーク,39,0,2020-04-21
グレナダ,14,0,2020-04-21
ベリーズ,18,2,2020-04-21
バミューダ（英領）,86,5,2020-04-21
ミャンマー,117,5,2020-04-21
ドミニカ国,16,0,2020-04-21
ラオス,19,0,2020-04-21
タークス・カイコス諸島（英領）,11,1,2020-04-21
ギニアビサウ,50,0,2020-04-21
マリ,224,14,2020-04-21
セントクリストファー・ネービス,15,0,2020-04-21
リビア,51,1,2020-04-21
アンギラ（英領）,3,0,2020-04-21
バージン諸島（英領）,4,1,2020-04-21
シエラレオネ,43,0,2020-04-21
ブルンジ,5,1,2020-04-21
ボツワナ,20,1,2020-04-21
マラウイ,17,2,2020-04-21
ボネール、シント・ユースタティウス及びサバ,5,0,2020-04-21
フォークランド諸島（英領）,11,0,2020-04-21
西サハラ,6,0,2020-04-21
南スーダン共和国,4,0,2020-04-21
サントメ・プリンシペ,4,0,2020-04-21
イエメン共和国,1,0,2020-04-21
その他,712,13,2020-04-21
中国,82788,4632,2020-04-22
香港,1030,4,2020-04-22
マカオ,45,0,2020-04-22
日本,11496,277,2020-04-22
韓国,10694,238,2020-04-22
台湾,425,6,2020-04-22
シンガポール,9125,11,2020-04-22
ネパール,43,0,2020-04-22
タイ,2811,48,2020-04-22
ベトナム,268,0,2020-04-22
マレーシア,5482,89,2020-04-22
豪州,6625,71,2020-04-22
米国,823257,44845,2020-04-22
カナダ,37374,1728,2020-04-22
フランス,117324,20796,2020-04-22
ドイツ,148291,5033,2020-04-22
カンボジア,122,0,2020-04-22
スリランカ,310,7,2020-04-22
アラブ首長国連邦,7755,43,2020-04-22
フィンランド,4014,98,2020-04-22
フィリピン,6599,437,2020-04-22
インド,18985,603,2020-04-22
イタリア,183957,24648,2020-04-22
英国,129044,17337,2020-04-22
ロシア,52699,456,2020-04-22
スウェーデン,15322,1765,2020-04-22
スペイン,204178,21282,2020-04-22
ベルギー,40956,5998,2020-04-22
エジプト,3490,250,2020-04-22
イラン,84802,5297,2020-04-22
イスラエル,13942,181,2020-04-22
レバノン,677,21,2020-04-22
クウェート,2080,9,2020-04-22
バーレーン,1973,7,2020-04-22
オマーン,1508,8,2020-04-22
アフガニスタン,1092,36,2020-04-22
イラク,1602,82,2020-04-22
アルジェリア,2811,384,2020-04-22
オーストリア,14810,491,2020-04-22
スイス,27982,1186,2020-04-22
クロアチア,1908,47,2020-04-22
ブラジル,43079,2741,2020-04-22
ジョージア,408,4,2020-04-22
パキスタン,9565,192,2020-04-22
北マケドニア,1231,54,2020-04-22
ギリシア,2401,116,2020-04-22
ノルウェー,7191,154,2020-04-22
ルーマニア,9242,451,2020-04-22
デンマーク,7891,364,2020-04-22
エストニア,1552,40,2020-04-22
オランダ,34134,3916,2020-04-22
サンマリノ,476,39,2020-04-22
リトアニア,1350,37,2020-04-22
ナイジェリア,665,19,2020-04-22
アイスランド,1778,10,2020-04-22
アゼルバイジャン,1480,19,2020-04-22
ベラルーシ,6723,51,2020-04-22
ニュージーランド,1445,13,2020-04-22
メキシコ,8772,686,2020-04-22
カタール,6533,9,2020-04-22
ルクセンブルク,3618,75,2020-04-22
モナコ,94,1,2020-04-22
エクアドル,10398,507,2020-04-22
アイルランド,16040,730,2020-04-22
チェコ,6961,196,2020-04-22
アルメニア,1401,22,2020-04-22
ドミニカ共和国,5044,235,2020-04-22
インドネシア,7135,590,2020-04-22
アンドラ,717,36,2020-04-22
ポルトガル,21379,762,2020-04-22
ラトビア,748,5,2020-04-22
セネガル,412,5,2020-04-22
サウジアラビア,11631,103,2020-04-22
ヨルダン,428,7,2020-04-22
アルゼンチン,3031,136,2020-04-22
チリ,10832,139,2020-04-22
ウクライナ,6125,161,2020-04-22
モロッコ,3209,143,2020-04-22
チュニジア,884,38,2020-04-22
ハンガリー,2098,213,2020-04-22
リヒテンシュタイン,81,1,2020-04-22
ポーランド,9856,380,2020-04-22
スロベニア,1344,74,2020-04-22
パレスチナ,466,2,2020-04-22
ボスニア・ヘルツェゴビナ,1342,49,2020-04-22
南アフリカ,3465,58,2020-04-22
ジブラルタル（英領）,133,0,2020-04-22
ブータン,6,0,2020-04-22
カメルーン,1163,42,2020-04-22
トーゴ,86,5,2020-04-22
セルビア,6630,125,2020-04-22
スロバキア,1199,13,2020-04-22
バチカン,9,0,2020-04-22
コロンビア,4149,179,2020-04-22
ペルー,17837,484,2020-04-22
コスタリカ,669,5,2020-04-22
マルタ,443,3,2020-04-22
パラグアイ,208,8,2020-04-22
バングラデシュ,3382,101,2020-04-22
モルドバ,2614,70,2020-04-22
ブルガリア,975,43,2020-04-22
モルディブ,83,0,2020-04-22
ブルネイ,138,1,2020-04-22
キプロス,784,17,2020-04-22
アルバニア,609,26,2020-04-22
ブルキナファソ,600,36,2020-04-22
チャンネル諸島（英王室属領）,1,0,2020-04-22
モンゴル,34,0,2020-04-22
パナマ,4658,126,2020-04-22
ボリビア,598,33,2020-04-22
ホンジュラス,494,46,2020-04-22
コンゴ民主共和国,350,25,2020-04-22
ジャマイカ,223,5,2020-04-22
トルコ,95591,2259,2020-04-22
コートジボワール,916,10,2020-04-22
ガイアナ,66,7,2020-04-22
ガーンジー（英領）,239,9,2020-04-22
ジャージー（英領）,249,12,2020-04-22
ケイマン諸島（英領）,61,1,2020-04-22
キューバ,1137,36,2020-04-22
トリニダード・トバゴ,115,8,2020-04-22
スーダン,107,12,2020-04-22
ギニア,688,5,2020-04-22
エチオピア,114,3,2020-04-22
ケニア,296,14,2020-04-22
グアテマラ,294,7,2020-04-22
ベネズエラ,285,9,2020-04-22
ガボン,156,1,2020-04-22
ガーナ,1042,9,2020-04-22
アンティグア・バーブーダ,23,3,2020-04-22
カザフスタン,1995,19,2020-04-22
ウルグアイ,535,10,2020-04-22
アルバ,97,2,2020-04-22
ナミビア,16,0,2020-04-22
セーシェル,11,0,2020-04-22
セントルシア,15,0,2020-04-22
ルワンダ,150,0,2020-04-22
エスワティニ,31,1,2020-04-22
キュラソー,14,1,2020-04-22
スリナム,10,1,2020-04-22
モーリタニア,7,1,2020-04-22
コソボ,510,12,2020-04-22
コンゴ共和国,165,6,2020-04-22
セントビンセント及びクレナディーン諸島,12,0,2020-04-22
中央アフリカ,14,0,2020-04-22
ウズベキスタン,1678,5,2020-04-22
赤道ギニア,83,0,2020-04-22
リベリア,101,8,2020-04-22
タンザニア,254,10,2020-04-22
ソマリア,286,8,2020-04-22
ベナン,54,1,2020-04-22
バハマ,64,9,2020-04-22
モンテネグロ,313,5,2020-04-22
バルバドス,75,5,2020-04-22
キルギス,590,7,2020-04-22
ザンビア,70,3,2020-04-22
ジブチ,945,2,2020-04-22
ガンビア,10,1,2020-04-22
モーリシャス,328,9,2020-04-22
フィジー,18,0,2020-04-22
エルサルバドル,225,7,2020-04-22
チャド,33,0,2020-04-22
ニカラグア,10,2,2020-04-22
モントセラト（英領）,11,0,2020-04-22
マダガスカル,121,0,2020-04-22
ハイチ,57,3,2020-04-22
アンゴラ,24,2,2020-04-22
ニジェール,657,20,2020-04-22
パプアニューギニア,7,0,2020-04-22
ジンバブエ,28,3,2020-04-22
カーボベルデ,68,1,2020-04-22
エリトリア,39,0,2020-04-22
東ティモール,23,0,2020-04-22
マン島（英王室属領）,297,4,2020-04-22
ウガンダ,61,0,2020-04-22
ニューカレドニア,18,0,2020-04-22
シリア,42,3,2020-04-22
モザンビーク,39,0,2020-04-22
グレナダ,14,0,2020-04-22
ベリーズ,18,2,2020-04-22
バミューダ（英領）,86,5,2020-04-22
ミャンマー,121,5,2020-04-22
ドミニカ国,16,0,2020-04-22
ラオス,19,0,2020-04-22
タークス・カイコス諸島（英領）,11,1,2020-04-22
ギニアビサウ,50,0,2020-04-22
マリ,258,14,2020-04-22
セントクリストファー・ネービス,15,0,2020-04-22
リビア,51,1,2020-04-22
アンギラ（英領）,3,0,2020-04-22
バージン諸島（英領）,4,1,2020-04-22
シエラレオネ,50,0,2020-04-22
ブルンジ,5,1,2020-04-22
ボツワナ,20,1,2020-04-22
マラウイ,18,2,2020-04-22
ボネール、シント・ユースタティウス及びサバ,5,0,2020-04-22
フォークランド諸島（英領）,11,0,2020-04-22
西サハラ,6,0,2020-04-22
南スーダン共和国,4,0,2020-04-22
サントメ・プリンシペ,4,0,2020-04-22
イエメン共和国,1,0,2020-04-22
その他,712,13,2020-04-22
中国,82798,4632,2020-04-23
香港,1034,4,2020-04-23
マカオ,45,0,2020-04-23
日本,11919,287,2020-04-23
韓国,10702,240,2020-04-23
台湾,426,6,2020-04-23
シンガポール,10141,11,2020-04-23
ネパール,45,0,2020-04-23
タイ,2826,49,2020-04-23
ベトナム,268,0,2020-04-23
マレーシア,5532,92,2020-04-23
豪州,6647,74,2020-04-23
米国,837947,46497,2020-04-23
カナダ,40179,1974,2020-04-23
フランス,119151,21340,2020-04-23
ドイツ,150062,5250,2020-04-23
カンボジア,122,0,2020-04-23
スリランカ,330,7,2020-04-23
アラブ首長国連邦,8238,46,2020-04-23
フィンランド,4129,141,2020-04-23
フィリピン,6710,446,2020-04-23
インド,20471,652,2020-04-23
イタリア,187327,25085,2020-04-23
英国,133495,18100,2020-04-23
ロシア,57934,513,2020-04-23
スウェーデン,16004,1937,2020-04-23
スペイン,208389,21717,2020-04-23
ベルギー,41889,6262,2020-04-23
エジプト,3659,264,2020-04-23
イラン,85996,5391,2020-04-23
イスラエル,14498,184,2020-04-23
レバノン,682,22,2020-04-23
クウェート,2248,11,2020-04-23
バーレーン,2027,7,2020-04-23
オマーン,1614,8,2020-04-23
アフガニスタン,1176,36,2020-04-23
イラク,1631,83,2020-04-23
アルジェリア,2910,392,2020-04-23
オーストリア,14889,510,2020-04-23
スイス,28187,1216,2020-04-23
クロアチア,1950,48,2020-04-23
ブラジル,45757,2906,2020-04-23
ジョージア,416,5,2020-04-23
パキスタン,10076,209,2020-04-23
北マケドニア,1259,55,2020-04-23
ギリシア,2408,121,2020-04-23
ノルウェー,7275,163,2020-04-23
ルーマニア,9710,483,2020-04-23
デンマーク,8108,370,2020-04-23
エストニア,1559,43,2020-04-23
オランダ,34842,4054,2020-04-23
サンマリノ,488,40,2020-04-23
リトアニア,1370,38,2020-04-23
ナイジェリア,782,19,2020-04-23
アイスランド,1785,10,2020-04-23
アゼルバイジャン,1518,20,2020-04-23
ベラルーシ,7281,55,2020-04-23
ニュージーランド,1451,14,2020-04-23
メキシコ,9501,712,2020-04-23
カタール,7141,9,2020-04-23
ルクセンブルク,3654,78,2020-04-23
モナコ,94,1,2020-04-23
エクアドル,10850,520,2020-04-23
アイルランド,16671,769,2020-04-23
チェコ,7087,201,2020-04-23
アルメニア,1473,24,2020-04-23
ドミニカ共和国,5300,245,2020-04-23
インドネシア,7418,616,2020-04-23
アンドラ,723,37,2020-04-23
ポルトガル,21982,785,2020-04-23
ラトビア,761,9,2020-04-23
セネガル,442,5,2020-04-23
サウジアラビア,12772,109,2020-04-23
ヨルダン,435,7,2020-04-23
アルゼンチン,3144,145,2020-04-23
チリ,11296,147,2020-04-23
ウクライナ,6592,174,2020-04-23
モロッコ,3446,145,2020-04-23
チュニジア,909,38,2020-04-23
ハンガリー,2168,225,2020-04-23
リヒテンシュタイン,81,1,2020-04-23
ポーランド,10169,401,2020-04-23
スロベニア,1353,77,2020-04-23
パレスチナ,474,2,2020-04-23
ボスニア・ヘルツェゴビナ,1368,50,2020-04-23
南アフリカ,3635,58,2020-04-23
ジブラルタル（英領）,133,0,2020-04-23
ブータン,6,0,2020-04-23
カメルーン,1163,43,2020-04-23
トーゴ,88,6,2020-04-23
セルビア,6630,130,2020-04-23
スロバキア,1244,14,2020-04-23
バチカン,9,0,2020-04-23
コロンビア,4356,189,2020-04-23
ペルー,19250,530,2020-04-23
コスタリカ,681,6,2020-04-23
マルタ,444,3,2020-04-23
パラグアイ,213,8,2020-04-23
バングラデシュ,3772,110,2020-04-23
モルドバ,2778,73,2020-04-23
ブルガリア,1024,45,2020-04-23
モルディブ,86,0,2020-04-23
ブルネイ,138,1,2020-04-23
キプロス,790,17,2020-04-23
アルバニア,634,26,2020-04-23
ブルキナファソ,609,38,2020-04-23
チャンネル諸島（英王室属領）,1,0,2020-04-23
モンゴル,35,0,2020-04-23
パナマ,4821,136,2020-04-23
ボリビア,609,34,2020-04-23
ホンジュラス,510,46,2020-04-23
コンゴ民主共和国,359,25,2020-04-23
ジャマイカ,233,6,2020-04-23
トルコ,98674,2376,2020-04-23
コートジボワール,952,13,2020-04-23
ガイアナ,67,7,2020-04-23
ガーンジー（英領）,239,10,2020-04-23
ジャージー（英領）,250,14,2020-04-23
ケイマン諸島（英領）,66,1,2020-04-23
キューバ,1189,38,2020-04-23
トリニダード・トバゴ,115,8,2020-04-23
スーダン,140,13,2020-04-23
ギニア,761,6,2020-04-23
エチオピア,116,3,2020-04-23
ケニア,303,14,2020-04-23
グアテマラ,316,9,2020-04-23
ベネズエラ,288,10,2020-04-23
ガボン,166,1,2020-04-23
ガーナ,1154,9,2020-04-23
アンティグア・バーブーダ,24,3,2020-04-23
カザフスタン,2135,19,2020-04-23
ウルグアイ,543,10,2020-04-23
アルバ,97,2,2020-04-23
ナミビア,16,0,2020-04-23
セーシェル,11,0,2020-04-23
セントルシア,15,0,2020-04-23
